Temperature_C,Humidity_pct,Soil_Moisture_pct,Rainfall_24h_mm,Forecast_Rainfall_mm,Crop_Type,Growth_Stage,Solar_Radiation_MJ,Evapotranspiration_mm,Irrigation_Action
30.71,50.31,33.08,0.0,1.03,Rice,Fruiting,11.35,3.99,2
16.73,44.78,58.91,0.0,0.0,Wheat,Vegetative,19.04,5.02,0
20.64,56.89,47.38,0.0,0.0,Rice,Flowering,4.91,1.28,1
12.48,44.03,56.86,0.0,0.0,Soybean,Vegetative,10.78,2.51,0
32.05,69.53,33.56,4.48,5.93,Soybean,Fruiting,19.54,5.53,1
33.9,30.84,15.68,0.0,0.0,Soybean,Flowering,8.7,3.85,0
22.71,61.36,51.93,0.0,6.26,Soybean,Seedling,15.9,4.12,0
22.91,67.79,52.67,0.0,0.0,Rice,Fruiting,15.02,3.57,0
28.17,58.64,36.22,0.83,0.0,Soybean,Fruiting,15.3,4.65,0
35.32,76.4,32.79,0.0,0.0,Wheat,Vegetative,18.09,4.8,0
27.86,39.44,55.63,6.77,0.0,Soybean,Fruiting,8.69,3.18,0
20.12,49.48,59.44,0.0,0.1,Tomato,Flowering,19.56,5.42,0
13.67,55.05,92.21,0.0,0.0,Soybean,Fruiting,9.0,1.95,0
17.19,70.69,83.66,0.0,0.0,Corn,Fruiting,12.59,2.45,0
25.51,63.28,26.52,0.0,0.0,Wheat,Vegetative,13.23,3.57,0
20.41,92.15,54.91,2.71,0.0,Tomato,Fruiting,17.11,1.88,0
26.36,47.91,19.6,0.0,0.0,Corn,Flowering,7.13,2.34,1
21.13,39.08,10.97,0.0,0.0,Wheat,Seedling,23.09,7.22,2
17.59,86.84,100.0,0.0,5.28,Soybean,Seedling,13.59,1.79,0
16.76,38.54,79.43,0.0,0.0,Soybean,Seedling,18.95,5.28,1
35.94,70.25,33.98,0.5,0.0,Soybean,Vegetative,8.85,2.67,1
31.22,45.32,68.82,0.0,0.0,Soybean,Flowering,12.34,4.6,0
37.11,28.96,65.57,0.0,0.48,Wheat,Flowering,3.69,1.75,2
28.78,54.38,8.58,0.0,0.0,Rice,Flowering,19.18,6.21,2
21.99,73.49,71.22,0.0,0.0,Corn,Seedling,9.88,2.08,0
34.26,41.67,31.87,0.05,0.0,Soybean,Fruiting,9.19,3.76,0
24.77,68.64,59.51,0.0,0.0,Soybean,Fruiting,17.7,4.34,2
26.55,71.44,96.52,0.0,0.0,Rice,Seedling,2.0,0.5,0
24.7,40.92,78.04,0.0,4.55,Wheat,Fruiting,13.88,4.66,0
5.0,56.58,56.75,0.71,0.0,Rice,Seedling,23.91,3.69,0
36.23,83.66,77.55,0.96,6.7,Soybean,Vegetative,9.97,2.24,0
28.44,69.76,11.79,0.0,0.0,Soybean,Flowering,10.55,2.76,2
27.31,56.08,58.13,0.0,1.76,Rice,Flowering,19.65,6.04,1
24.57,66.23,62.01,2.4,2.35,Corn,Flowering,9.05,2.29,0
26.14,49.72,61.49,2.13,0.0,Wheat,Vegetative,22.12,7.09,0
20.82,76.71,45.26,0.0,0.0,Tomato,Vegetative,20.46,3.92,0
29.32,76.7,58.82,0.0,0.0,Rice,Vegetative,17.6,4.12,0
15.85,61.81,72.06,0.0,0.7,Wheat,Vegetative,10.17,2.17,0
26.3,63.46,5.04,1.55,0.0,Rice,Vegetative,14.51,3.98,2
28.93,45.02,38.71,0.0,0.0,Wheat,Seedling,13.63,4.86,0
23.61,39.72,28.57,0.0,5.38,Corn,Vegetative,15.44,5.11,2
27.6,54.35,60.81,1.78,0.37,Corn,Seedling,16.55,5.22,0
18.06,58.69,80.76,5.01,1.41,Wheat,Fruiting,12.34,2.93,0
18.24,75.94,44.33,0.0,0.0,Wheat,Fruiting,12.3,2.24,2
26.66,73.84,30.16,0.0,0.0,Wheat,Flowering,18.62,4.36,0
29.75,62.77,50.52,0.0,0.0,Rice,Flowering,26.61,7.94,1
11.88,77.86,37.07,0.0,0.0,Soybean,Flowering,8.9,1.28,0
28.65,45.85,40.81,0.0,3.57,Tomato,Seedling,18.75,6.59,1
21.2,76.16,48.5,4.23,0.0,Rice,Vegetative,17.64,3.46,1
23.65,48.14,59.91,1.19,0.51,Corn,Vegetative,17.34,5.33,0
15.62,78.6,64.71,0.22,0.0,Corn,Vegetative,16.19,2.57,0
19.04,59.8,56.17,0.0,6.5,Wheat,Seedling,12.26,2.94,0
31.76,30.03,73.36,0.0,0.0,Corn,Seedling,15.72,6.7,0
25.23,70.95,57.47,1.16,0.0,Wheat,Seedling,13.53,3.23,0
22.32,72.14,45.41,0.54,0.0,Corn,Vegetative,17.77,3.87,0
24.18,53.15,43.13,0.0,0.0,Rice,Vegetative,17.29,5.11,2
28.42,54.43,31.89,1.34,0.0,Wheat,Seedling,2.95,0.95,0
28.08,57.61,27.61,1.23,0.0,Soybean,Vegetative,15.92,4.89,2
24.47,31.12,16.7,1.93,0.0,Soybean,Seedling,16.16,5.83,2
32.65,24.53,61.77,0.0,0.0,Tomato,Flowering,20.27,9.14,0
31.79,79.52,36.14,0.0,1.75,Rice,Vegetative,15.05,3.47,2
27.89,47.64,52.4,0.82,0.0,Rice,Vegetative,12.93,4.4,1
25.38,87.83,49.38,0.0,0.0,Soybean,Flowering,19.68,3.05,0
29.6,80.56,51.23,0.15,2.25,Wheat,Flowering,11.27,2.42,0
27.2,83.51,76.68,0.0,0.0,Soybean,Seedling,7.37,1.39,0
32.43,50.25,47.87,0.45,0.0,Corn,Flowering,18.12,6.6,1
31.3,35.87,23.57,0.0,6.62,Rice,Fruiting,21.53,8.71,0
17.87,43.7,39.02,0.0,0.0,Tomato,Fruiting,13.22,3.64,1
17.4,53.3,69.66,8.94,0.81,Tomato,Flowering,11.25,2.78,0
20.09,24.4,55.0,5.14,1.05,Rice,Vegetative,21.03,7.13,0
31.83,52.87,63.61,3.45,0.0,Tomato,Vegetative,17.56,6.16,0
13.97,56.97,50.14,0.0,0.24,Soybean,Vegetative,13.63,2.92,0
27.76,40.58,16.81,0.0,0.0,Tomato,Flowering,16.26,5.87,2
27.54,44.39,55.74,0.0,0.0,Corn,Seedling,10.06,3.5,2
33.14,56.69,50.33,0.0,0.0,Wheat,Fruiting,16.65,5.74,0
26.26,65.34,56.02,0.0,0.0,Tomato,Seedling,5.12,1.37,0
15.6,46.64,24.39,0.0,0.0,Tomato,Flowering,10.69,2.68,2
18.28,64.38,41.43,0.0,0.0,Corn,Vegetative,14.19,3.14,0
16.73,62.05,35.78,0.0,0.0,Corn,Vegetative,15.79,3.46,2
21.23,60.7,60.01,0.0,0.0,Corn,Fruiting,13.01,3.28,0
23.72,50.22,57.36,0.0,0.0,Rice,Flowering,19.86,5.98,1
16.84,40.0,49.21,0.0,0.0,Rice,Vegetative,15.89,4.39,1
35.29,85.45,69.29,0.0,2.14,Soybean,Seedling,12.62,2.63,0
15.72,69.45,86.34,0.0,5.27,Corn,Vegetative,13.95,2.66,0
34.42,75.09,55.37,0.0,8.43,Soybean,Vegetative,18.21,4.88,0
33.3,58.75,59.02,3.21,0.0,Soybean,Fruiting,16.94,5.72,0
31.29,57.54,35.53,0.06,0.0,Corn,Seedling,13.44,4.42,0
20.14,67.36,39.39,0.0,0.0,Tomato,Flowering,22.29,4.97,0
27.4,32.48,63.49,0.0,3.22,Tomato,Seedling,10.34,3.95,0
16.06,43.28,33.63,0.07,0.4,Tomato,Vegetative,22.55,5.91,2
31.38,48.03,58.36,0.0,2.14,Wheat,Vegetative,7.82,2.85,0
24.48,53.18,83.28,0.0,1.11,Rice,Seedling,8.79,2.62,2
22.13,46.8,61.86,0.0,2.2,Soybean,Fruiting,9.35,2.8,0
16.43,64.99,53.66,5.62,0.0,Soybean,Flowering,20.98,4.37,0
7.66,61.22,32.11,0.0,0.0,Wheat,Vegetative,12.08,1.97,0
17.73,80.89,61.08,0.0,0.0,Corn,Fruiting,13.52,2.16,0
32.79,97.11,73.71,0.0,1.1,Wheat,Seedling,8.04,0.71,2
22.18,41.06,44.04,0.0,0.0,Corn,Seedling,12.42,3.92,0
23.81,62.21,71.46,1.28,0.0,Tomato,Vegetative,13.79,3.63,0
29.59,62.18,55.44,3.6,2.35,Soybean,Vegetative,17.94,5.38,0
37.64,59.79,49.46,0.0,0.0,Corn,Seedling,16.75,6.06,1
34.28,43.73,35.77,0.0,3.32,Wheat,Flowering,11.67,4.69,0
18.19,46.24,21.53,3.04,1.76,Rice,Flowering,8.24,2.24,2
11.4,63.61,49.02,0.0,0.0,Corn,Flowering,13.73,2.49,0
41.52,45.82,30.24,0.0,0.0,Soybean,Fruiting,24.03,10.79,1
40.88,62.39,54.05,0.0,0.0,Soybean,Flowering,16.55,6.13,0
26.32,56.31,48.3,0.0,0.0,Soybean,Seedling,9.44,2.83,0
16.11,62.12,76.54,0.0,0.0,Rice,Fruiting,7.26,1.56,0
31.74,45.7,49.4,0.0,2.16,Rice,Vegetative,10.03,3.77,1
24.24,62.36,40.76,0.0,0.0,Tomato,Seedling,13.46,3.57,0
24.21,46.79,31.46,0.0,0.0,Tomato,Fruiting,21.04,6.63,2
31.26,62.41,35.28,0.0,0.0,Rice,Fruiting,2.0,0.62,2
27.34,80.09,56.06,0.0,0.0,Tomato,Flowering,16.41,3.4,0
16.7,63.91,47.48,0.0,0.0,Soybean,Seedling,10.15,2.16,0
22.73,64.83,30.57,0.0,10.05,Wheat,Flowering,18.47,4.57,0
29.63,72.26,70.27,0.33,0.0,Rice,Fruiting,16.16,4.15,0
28.57,38.95,47.05,1.97,1.22,Tomato,Seedling,25.63,9.55,1
26.83,85.78,59.73,0.0,0.0,Corn,Seedling,15.65,2.71,0
31.53,44.17,27.11,0.7,0.0,Rice,Flowering,22.96,8.7,2
22.47,73.19,33.07,2.01,0.0,Wheat,Flowering,10.73,2.3,1
26.25,71.2,48.37,0.0,6.37,Rice,Seedling,13.52,3.29,2
5.0,46.47,16.73,0.0,0.0,Tomato,Flowering,5.16,0.89,2
21.85,75.13,70.2,0.0,0.0,Rice,Vegetative,15.79,3.21,0
30.35,67.47,34.74,0.0,0.0,Corn,Vegetative,13.71,3.87,1
22.27,88.35,51.68,2.08,0.16,Corn,Flowering,17.05,2.4,0
21.74,62.9,60.75,5.87,0.0,Corn,Flowering,14.17,3.51,0
17.71,58.37,48.83,0.0,0.0,Soybean,Seedling,22.09,5.2,0
32.02,52.28,21.58,0.0,0.0,Soybean,Fruiting,13.77,4.88,1
28.84,33.85,72.96,0.0,3.88,Wheat,Fruiting,17.68,6.9,0
30.78,55.23,15.5,0.0,0.0,Corn,Seedling,23.14,7.74,2
12.92,55.86,10.48,2.28,0.0,Tomato,Fruiting,23.81,5.0,2
23.88,63.93,68.84,0.0,3.27,Soybean,Flowering,17.0,4.38,0
23.04,38.65,17.52,0.0,0.0,Tomato,Flowering,15.71,5.17,2
23.04,56.41,75.32,0.0,0.06,Soybean,Vegetative,17.07,4.73,0
20.69,68.64,61.42,0.0,0.0,Tomato,Seedling,23.13,5.13,0
22.58,70.13,58.9,0.0,3.3,Soybean,Seedling,15.5,3.52,0
30.95,32.1,30.07,0.0,0.0,Rice,Vegetative,15.75,6.51,2
11.61,70.6,42.31,0.0,1.98,Soybean,Flowering,10.82,1.77,0
37.44,56.3,35.51,0.0,0.0,Tomato,Fruiting,11.11,4.17,2
28.39,57.22,30.21,0.0,0.0,Soybean,Fruiting,17.86,5.55,1
24.7,24.53,67.21,0.0,0.61,Tomato,Seedling,10.49,3.98,0
31.35,82.4,36.45,1.26,0.51,Wheat,Flowering,16.61,3.52,0
14.84,62.65,65.74,0.0,3.07,Soybean,Seedling,13.58,2.79,0
20.35,37.03,67.84,0.0,0.0,Soybean,Flowering,11.82,3.68,0
24.15,65.63,33.93,0.0,0.68,Corn,Seedling,10.78,2.73,0
34.56,65.17,53.79,0.0,0.0,Soybean,Fruiting,27.05,8.6,1
24.67,78.34,35.95,0.0,0.72,Corn,Flowering,17.72,3.6,1
28.15,55.35,44.03,0.0,0.0,Wheat,Vegetative,8.14,2.57,0
20.87,60.18,42.93,0.0,0.0,Wheat,Vegetative,27.47,6.9,0
28.41,50.36,32.46,2.11,0.0,Corn,Fruiting,15.74,5.27,1
36.74,68.97,49.08,0.0,0.0,Corn,Fruiting,11.4,3.56,0
31.97,48.25,19.88,3.18,0.0,Wheat,Seedling,14.0,5.15,1
24.43,46.61,66.19,0.6,0.0,Soybean,Vegetative,23.04,7.31,0
29.73,58.98,25.8,0.0,4.54,Soybean,Flowering,11.45,3.58,2
29.04,41.61,18.96,0.0,0.0,Tomato,Flowering,12.92,4.76,2
28.55,84.03,47.99,0.0,0.0,Soybean,Seedling,17.81,3.39,0
32.78,88.91,44.44,0.0,0.0,Tomato,Flowering,13.85,2.4,1
32.73,53.2,51.88,0.0,0.0,Corn,Flowering,21.87,7.78,0
24.11,39.2,47.98,0.0,5.77,Corn,Vegetative,11.17,3.75,0
29.49,65.05,16.22,0.0,0.0,Rice,Fruiting,11.57,3.33,2
22.32,52.77,69.63,0.0,0.34,Soybean,Flowering,13.15,3.73,0
18.54,77.62,51.21,0.0,0.0,Tomato,Fruiting,13.66,2.42,0
23.11,48.19,53.41,0.0,0.0,Wheat,Seedling,16.73,5.07,0
24.47,68.17,95.94,0.0,0.0,Corn,Vegetative,14.0,3.44,0
13.37,61.71,81.89,0.0,0.0,Soybean,Flowering,11.41,2.26,0
31.02,49.86,49.17,0.0,0.0,Soybean,Fruiting,17.51,6.23,1
5.63,63.6,32.94,0.0,0.0,Rice,Flowering,11.08,1.61,2
44.0,73.18,16.01,0.0,0.43,Soybean,Fruiting,19.21,6.32,1
35.51,61.3,68.24,0.0,0.0,Corn,Fruiting,5.39,1.84,0
23.17,61.46,43.17,0.0,2.21,Rice,Seedling,16.24,4.25,2
25.07,46.91,43.98,0.0,0.0,Corn,Seedling,14.67,4.71,0
27.12,77.16,29.46,0.0,1.49,Rice,Fruiting,16.91,3.73,2
20.88,75.67,64.11,0.0,0.0,Soybean,Seedling,17.53,3.44,0
26.35,53.84,70.92,0.0,0.0,Tomato,Seedling,15.17,4.68,0
23.99,58.14,80.6,1.27,0.0,Wheat,Vegetative,25.42,7.07,0
24.34,81.21,45.61,0.0,0.0,Rice,Fruiting,18.23,3.42,0
26.27,43.0,58.86,0.0,0.0,Tomato,Fruiting,24.19,8.28,1
15.81,69.06,54.51,0.0,0.0,Tomato,Vegetative,16.46,3.17,0
25.28,51.62,65.79,0.0,0.0,Soybean,Seedling,11.98,3.69,0
26.14,86.67,54.68,0.0,0.0,Corn,Flowering,4.65,0.77,0
25.9,60.95,33.26,0.59,0.0,Rice,Vegetative,16.86,4.74,0
23.49,78.91,80.94,0.0,0.13,Wheat,Vegetative,18.21,3.55,0
32.97,48.58,45.7,0.48,0.35,Tomato,Fruiting,8.72,3.27,0
22.52,41.27,40.46,0.0,0.0,Soybean,Flowering,15.21,4.83,0
26.59,56.49,52.06,0.0,0.0,Corn,Vegetative,7.99,2.41,0
34.08,63.94,31.51,0.0,0.0,Soybean,Flowering,19.16,6.14,0
24.44,52.34,57.05,0.0,0.0,Tomato,Flowering,18.36,5.51,1
26.5,71.37,47.6,1.22,1.17,Soybean,Seedling,5.82,1.42,0
24.33,56.85,33.81,0.0,0.0,Wheat,Flowering,7.66,2.18,0
33.66,28.78,84.42,4.01,3.42,Soybean,Seedling,4.73,2.11,0
23.2,68.29,32.41,3.66,0.0,Tomato,Vegetative,16.85,4.0,1
33.98,46.76,49.93,0.0,0.31,Wheat,Vegetative,16.9,6.57,0
24.27,54.58,50.41,0.0,1.12,Soybean,Seedling,19.35,5.64,1
18.98,83.3,37.16,3.09,10.27,Wheat,Fruiting,9.52,1.47,0
29.76,86.59,46.19,3.92,0.0,Rice,Flowering,12.73,2.28,2
22.87,51.37,22.49,0.0,0.0,Wheat,Fruiting,11.15,3.25,2
29.34,68.67,90.89,0.0,0.0,Wheat,Flowering,10.4,2.82,0
5.89,51.72,52.54,0.0,1.99,Wheat,Fruiting,10.29,1.74,0
25.04,55.7,45.46,5.13,0.0,Soybean,Vegetative,8.56,2.51,0
21.78,50.91,88.7,0.0,5.93,Soybean,Seedling,16.93,4.83,0
17.56,34.13,32.07,0.47,5.16,Corn,Vegetative,22.29,6.58,1
21.13,61.43,78.11,0.0,0.0,Wheat,Vegetative,19.41,4.83,0
20.98,64.32,64.72,0.0,0.0,Wheat,Fruiting,12.96,3.09,0
24.66,49.93,8.58,0.0,0.0,Rice,Flowering,14.45,4.47,2
15.43,76.32,50.63,0.0,0.0,Tomato,Seedling,16.97,2.82,1
27.21,53.46,56.32,0.0,0.32,Soybean,Flowering,15.76,4.98,0
34.56,50.44,44.02,0.04,0.0,Corn,Flowering,10.48,3.98,0
26.97,67.9,51.36,0.59,0.0,Rice,Flowering,17.25,4.5,1
30.66,36.86,30.4,0.0,0.0,Corn,Seedling,17.58,6.96,1
32.66,73.6,34.63,0.0,0.13,Rice,Vegetative,10.29,2.74,0
33.66,53.97,38.3,0.0,0.0,Soybean,Fruiting,15.62,5.61,1
38.09,74.84,85.65,0.0,0.0,Tomato,Seedling,13.89,4.0,0
21.51,79.32,37.46,4.76,0.0,Wheat,Fruiting,17.37,3.19,0
19.97,69.6,44.79,0.0,2.01,Soybean,Fruiting,11.71,2.51,0
30.48,47.82,45.4,0.0,1.52,Rice,Fruiting,24.64,8.84,1
29.96,41.24,14.51,0.0,0.0,Soybean,Fruiting,8.03,3.02,2
30.43,38.49,51.62,0.12,0.0,Corn,Vegetative,24.07,9.36,0
38.22,76.54,20.94,0.0,0.0,Soybean,Flowering,10.83,3.02,2
25.08,57.98,27.81,0.0,0.0,Tomato,Seedling,17.78,5.08,2
27.98,51.01,24.01,2.56,0.84,Rice,Vegetative,9.58,3.16,2
18.14,58.02,20.22,0.0,0.0,Soybean,Fruiting,11.23,2.69,2
39.95,76.21,71.13,3.43,4.04,Rice,Seedling,10.5,3.04,0
22.64,71.68,63.95,0.0,0.98,Wheat,Flowering,12.4,2.75,0
22.84,66.58,70.84,0.0,0.0,Tomato,Fruiting,10.24,2.48,2
22.57,69.57,69.75,0.0,0.0,Rice,Seedling,25.81,5.91,0
20.49,62.7,49.44,0.0,0.0,Wheat,Flowering,20.15,4.85,0
19.89,64.53,52.87,0.0,0.0,Tomato,Flowering,13.56,3.13,0
21.33,63.32,72.77,0.0,1.9,Corn,Seedling,19.96,4.87,0
15.44,60.0,87.55,0.0,0.0,Rice,Flowering,26.31,5.69,0
19.5,71.3,29.85,0.98,0.0,Rice,Vegetative,20.28,4.17,2
38.64,65.42,89.26,0.21,0.0,Tomato,Fruiting,22.59,7.71,0
30.15,46.79,18.47,4.38,0.0,Wheat,Seedling,21.28,7.66,1
31.48,67.93,39.11,0.0,0.0,Corn,Fruiting,22.27,6.39,0
33.24,63.71,48.1,0.0,0.0,Rice,Flowering,19.93,6.3,1
37.84,69.17,48.73,0.58,0.0,Soybean,Fruiting,9.84,3.13,0
12.6,58.44,95.16,0.0,0.0,Corn,Seedling,22.68,4.57,0
16.39,72.18,76.98,0.0,0.0,Soybean,Seedling,15.28,2.84,0
19.37,59.08,60.89,0.08,0.0,Tomato,Vegetative,16.6,4.06,0
21.71,70.86,74.53,0.0,0.0,Rice,Vegetative,4.67,1.03,0
22.9,53.15,56.6,4.98,0.02,Wheat,Seedling,11.15,3.2,0
21.87,54.19,36.89,0.8,0.0,Rice,Vegetative,21.23,5.86,2
26.54,69.03,60.75,0.43,0.0,Soybean,Seedling,19.98,5.07,1
25.25,55.02,50.23,0.26,0.0,Corn,Vegetative,19.02,5.65,0
19.94,93.09,42.29,1.29,0.81,Tomato,Vegetative,7.81,0.8,1
9.77,68.5,84.57,0.0,0.0,Wheat,Flowering,16.2,2.58,0
18.05,60.37,52.46,0.0,5.1,Soybean,Flowering,14.75,3.42,0
21.16,72.3,31.97,0.04,0.0,Wheat,Fruiting,18.65,3.93,0
23.27,52.79,30.17,0.0,0.0,Corn,Fruiting,14.33,4.16,1
17.09,73.85,67.42,0.75,0.0,Tomato,Fruiting,11.18,2.05,0
21.56,73.43,75.39,0.0,0.0,Tomato,Fruiting,11.88,2.48,0
17.08,78.8,67.35,0.0,2.65,Tomato,Vegetative,2.28,0.5,0
24.12,53.39,58.84,0.0,0.0,Rice,Flowering,13.61,4.01,1
17.49,41.66,33.88,0.0,0.0,Soybean,Vegetative,14.19,3.93,1
19.06,50.85,53.0,0.0,0.01,Wheat,Flowering,8.04,2.14,0
15.84,55.78,47.13,0.0,0.0,Corn,Seedling,12.49,2.87,0
23.93,85.01,51.64,0.75,0.0,Rice,Fruiting,28.23,4.69,1
18.93,92.93,57.38,0.0,0.0,Soybean,Vegetative,10.9,1.1,0
31.35,65.17,34.66,0.0,0.0,Tomato,Vegetative,20.07,5.99,2
27.84,60.14,63.64,0.0,0.0,Wheat,Seedling,15.18,4.5,0
24.51,54.75,29.01,0.0,8.08,Tomato,Vegetative,16.08,4.71,2
19.42,72.37,29.29,0.92,0.0,Rice,Seedling,19.49,3.92,0
27.66,92.83,39.53,0.0,0.0,Soybean,Vegetative,3.26,0.5,1
29.83,86.79,70.61,0.0,0.0,Wheat,Flowering,17.9,3.19,0
26.0,77.07,59.7,2.21,2.68,Soybean,Seedling,9.91,2.14,0
36.23,76.85,12.09,0.0,0.0,Corn,Vegetative,18.41,4.92,2
28.22,72.48,62.83,0.77,2.99,Tomato,Fruiting,16.87,4.19,0
31.4,59.29,45.69,0.0,0.0,Corn,Seedling,6.56,2.12,0
25.93,48.95,38.98,0.06,0.0,Soybean,Seedling,22.7,7.3,1
29.73,59.69,42.73,0.0,0.0,Rice,Fruiting,18.67,5.79,2
19.42,66.34,27.38,0.15,1.49,Wheat,Seedling,15.67,3.48,1
21.79,38.2,50.71,2.23,0.0,Wheat,Vegetative,26.33,8.43,0
27.45,57.71,22.97,0.0,0.0,Rice,Fruiting,11.05,3.34,2
27.39,47.61,39.32,0.44,1.4,Soybean,Flowering,13.95,4.7,0
28.55,75.21,44.29,0.0,0.0,Soybean,Flowering,20.33,4.83,1
32.7,51.75,59.9,0.0,0.0,Wheat,Vegetative,19.49,7.03,0
15.03,64.92,56.77,0.0,0.0,Soybean,Seedling,17.51,3.5,1
18.18,49.5,65.43,0.0,2.0,Wheat,Flowering,10.69,2.81,0
26.61,83.97,30.07,0.0,0.0,Wheat,Fruiting,16.79,3.07,0
19.93,34.49,45.28,3.94,0.0,Corn,Fruiting,29.73,9.34,0
45.0,67.14,52.03,0.0,0.0,Wheat,Vegetative,20.88,7.73,0
28.61,40.84,69.21,2.84,8.95,Wheat,Fruiting,18.63,6.84,0
24.45,52.36,25.96,1.68,0.0,Rice,Fruiting,30.0,9.0,2
21.39,63.09,35.6,0.15,0.0,Tomato,Fruiting,20.68,5.06,2
21.64,63.83,62.55,0.0,0.0,Corn,Fruiting,18.08,4.41,0
25.21,63.44,82.81,3.22,0.0,Soybean,Flowering,13.61,3.64,0
25.78,62.28,55.78,1.57,1.6,Soybean,Fruiting,12.67,3.49,0
21.8,50.37,27.47,0.0,3.27,Soybean,Flowering,9.03,2.59,0
23.09,57.54,28.65,0.0,0.0,Corn,Seedling,14.65,4.01,1
34.41,60.47,48.09,5.33,0.29,Corn,Fruiting,12.18,4.11,0
34.69,62.93,52.89,0.0,0.0,Tomato,Seedling,14.22,4.68,0
26.76,59.01,44.5,0.0,1.28,Rice,Seedling,16.26,4.77,1
15.61,70.94,35.3,0.0,0.0,Tomato,Seedling,12.23,2.27,1
28.77,61.4,70.42,0.0,0.0,Rice,Fruiting,19.73,5.87,0
35.88,63.02,38.19,0.0,0.0,Rice,Flowering,14.09,4.73,2
34.59,54.26,54.6,0.0,0.26,Tomato,Flowering,12.62,4.6,0
30.14,44.21,8.81,0.85,0.0,Rice,Flowering,18.73,6.9,2
34.96,62.31,69.51,0.48,1.47,Rice,Flowering,15.53,5.17,0
25.37,78.11,39.74,0.0,0.0,Rice,Flowering,9.52,1.98,2
29.4,66.66,76.03,0.0,0.0,Soybean,Seedling,7.55,2.12,0
20.23,47.74,62.18,0.0,0.0,Corn,Vegetative,13.01,3.68,0
27.05,72.22,22.85,0.0,2.82,Rice,Fruiting,23.03,5.6,2
34.31,54.97,49.25,0.0,0.0,Rice,Flowering,17.54,6.31,1
20.87,70.72,87.34,0.85,0.0,Wheat,Vegetative,18.05,3.89,0
18.97,54.47,39.95,0.0,0.0,Corn,Vegetative,13.99,3.57,0
25.68,65.3,83.89,0.0,0.0,Corn,Vegetative,16.8,4.43,0
23.41,52.22,56.95,1.02,0.0,Tomato,Flowering,19.11,5.6,1
29.54,52.6,73.06,0.0,0.0,Rice,Seedling,14.16,4.75,0
21.83,36.51,50.08,0.0,0.0,Corn,Fruiting,8.04,2.61,0
37.03,67.68,43.04,0.0,0.0,Wheat,Seedling,11.0,3.53,0
15.97,65.55,92.37,0.0,6.82,Corn,Seedling,11.0,2.24,0
33.78,66.4,61.32,0.0,0.0,Rice,Vegetative,27.53,8.47,1
19.65,64.13,48.8,0.0,2.77,Tomato,Fruiting,16.57,3.82,1
12.43,48.57,62.48,0.0,0.53,Tomato,Seedling,13.78,3.07,0
26.67,74.49,40.77,0.29,0.0,Soybean,Flowering,8.25,1.91,0
23.22,74.89,56.03,0.0,0.0,Tomato,Seedling,19.05,4.03,0
17.23,48.18,75.43,0.2,0.09,Wheat,Flowering,17.33,4.5,0
13.23,67.98,54.24,0.0,0.0,Tomato,Vegetative,15.69,2.83,0
24.94,73.12,35.16,0.0,0.0,Soybean,Vegetative,17.29,3.94,1
31.83,52.95,25.84,0.0,4.39,Corn,Fruiting,9.3,3.26,1
29.09,55.56,48.54,2.27,0.0,Soybean,Vegetative,14.99,4.82,0
25.4,68.01,35.25,0.0,2.83,Corn,Flowering,15.55,3.91,1
28.35,37.35,15.14,0.0,0.0,Soybean,Vegetative,18.86,7.09,1
24.81,43.67,22.86,0.69,0.93,Wheat,Flowering,19.94,6.56,1
14.99,45.15,75.54,1.16,0.0,Tomato,Seedling,2.0,0.5,0
15.05,33.06,46.74,0.04,0.0,Wheat,Fruiting,13.87,3.83,0
23.58,76.27,55.12,0.78,0.0,Wheat,Seedling,19.48,4.04,0
23.88,30.18,25.27,0.0,0.0,Tomato,Fruiting,23.44,8.4,2
30.96,65.15,36.42,0.0,1.14,Wheat,Fruiting,9.78,2.9,1
30.3,72.18,37.51,0.0,1.35,Rice,Fruiting,14.71,3.84,2
29.24,55.6,41.47,0.0,0.0,Wheat,Fruiting,18.32,5.9,0
23.04,49.97,15.81,0.06,0.0,Soybean,Seedling,18.06,5.37,2
15.34,63.49,77.32,3.08,1.24,Wheat,Flowering,8.83,1.82,0
27.88,60.03,48.23,0.97,1.99,Tomato,Vegetative,9.48,2.82,0
28.68,75.05,55.21,0.0,0.0,Rice,Fruiting,4.35,1.04,0
8.28,20.57,68.76,0.52,3.05,Tomato,Fruiting,12.73,3.04,0
19.16,46.22,66.92,0.0,0.0,Corn,Vegetative,10.83,3.02,0
20.16,68.42,42.6,0.0,0.0,Tomato,Vegetative,4.29,0.94,1
25.83,60.76,61.83,0.0,0.72,Wheat,Flowering,17.19,4.83,0
19.38,71.28,66.95,0.84,0.0,Corn,Fruiting,13.65,2.8,0
24.73,63.93,57.24,1.68,5.12,Tomato,Seedling,17.91,4.71,0
23.53,57.98,71.56,1.08,1.44,Rice,Vegetative,16.84,4.64,0
23.89,55.47,65.64,0.69,0.0,Corn,Vegetative,19.1,5.47,0
19.99,94.88,74.03,0.0,0.0,Soybean,Vegetative,13.41,1.18,0
20.53,83.02,84.15,0.0,0.0,Corn,Fruiting,14.95,2.43,0
17.44,67.43,55.84,0.0,0.0,Corn,Seedling,14.09,2.92,0
27.66,61.18,50.06,0.0,0.0,Wheat,Seedling,19.77,5.76,0
